date,modality,quality,file_count,total_size
2025-06-15,image,h,3222,2331931720
2025-06-16,image,h,3698,2698198112
2025-06-16,audio,h,3695,157857679
2025-06-17,image,h,3487,2064177854
2025-06-17,audio,h,3483,148800643
2025-06-18,image,h,4096,2870226158
2025-06-18,audio,h,4087,174702572
2025-06-19,audio,h,4151,177179328
2025-06-19,image,h,4164,3067813664
2025-06-20,audio,h,4608,196848801
2025-06-20,image,h,4614,3367713519
2025-06-21,image,h,4170,3216597013
2025-06-21,image,l,469,773903241
2025-06-21,audio,h,4162,177863650
2025-06-21,audio,l,456,19453916
2025-06-22,image,h,3719,2755372008
2025-06-22,audio,h,3711,158374024
2025-06-22,image,l,510,810913953
2025-06-22,audio,l,480,20563856
2025-06-23,image,h,3646,2869673610
2025-06-23,audio,h,3638,155497815
2025-06-23,audio,l,336,14402051
2025-06-23,image,l,344,548262858
2025-06-24,audio,h,3706,158412236
2025-06-24,audio,l,352,15012834
2025-06-24,image,h,3715,2868225697
2025-06-24,image,l,362,569250957
2025-06-25,image,l,290,462985001
2025-06-25,image,h,4058,3135812799
2025-06-25,audio,l,286,12235801
2025-06-25,audio,h,4051,172951078
2025-06-26,audio,h,3928,167861813
2025-06-26,audio,l,535,22879621
2025-06-26,image,l,555,727409281
2025-06-26,image,h,3936,2628740261
2025-06-27,image,l,256,342661568
2025-06-27,image,h,4459,3098150471
2025-06-27,audio,l,248,10622927
2025-06-27,audio,h,4447,190002678
2025-06-28,image,h,3583,2595410719
2025-06-28,image,l,193,290529626
2025-06-28,audio,h,3553,151739269
2025-06-28,audio,l,189,8073686
2025-06-29,image,h,3953,3041146602
2025-06-29,image,l,90,144071061
2025-06-29,audio,h,3941,168320956
2025-06-29,audio,l,87,3723135
2025-06-30,audio,h,3862,164929610
2025-06-30,audio,l,172,7345052
2025-06-30,image,l,177,255993528
2025-06-30,image,h,3866,2971045699
2025-07-01,image,h,3735,2706107163
2025-07-01,image,l,171,242182724
2025-07-01,audio,h,3728,159057909
2025-07-01,audio,l,164,7016695
2025-07-02,audio,h,4145,177074698
2025-07-02,audio,l,341,14571892
2025-07-02,image,l,351,517465145
2025-07-02,image,h,4160,3159896971
2025-07-03,audio,l,169,7205343
2025-07-03,audio,h,4280,182862553
2025-07-03,image,h,4289,3169174361
2025-07-03,image,l,172,257288779
2025-07-04,audio,h,4116,175725381
2025-07-04,audio,l,284,12146486
2025-07-04,image,l,295,472431999
2025-07-04,image,h,4131,3064302974
2025-07-05,audio,h,3979,170040719
2025-07-05,audio,l,136,5793114
2025-07-05,image,h,3992,3026182496
2025-07-05,image,l,139,213070312
2025-07-06,audio,l,153,6528593
2025-07-06,audio,h,4097,174968019
2025-07-06,image,l,160,251685729
2025-07-06,image,h,4109,3055862380
2025-07-07,audio,l,172,7344978
2025-07-07,audio,h,3641,155471727
2025-07-07,image,l,177,245906890
2025-07-07,image,h,3647,2626678221
2025-07-08,audio,h,3886,165994285
2025-07-08,audio,l,242,10320602
2025-07-08,image,h,3890,2983942012
2025-07-08,image,l,245,363316197
2025-07-09,audio,l,268,11426882
2025-07-09,audio,h,4027,172116582
2025-07-09,image,h,4030,3110397766
2025-07-09,image,l,277,422726256
2025-07-10,audio,h,3887,165944219
2025-07-10,image,h,3898,2895398516
2025-07-10,image,l,201,266915227
2025-07-10,audio,l,194,8290392
2025-07-11,audio,l,213,9084081
2025-07-11,image,h,4444,3290597634
2025-07-11,image,l,215,303367210
2025-07-11,audio,h,4428,189215284
2025-07-12,image,l,112,160837290
2025-07-12,audio,l,109,4655137
2025-07-12,audio,h,3832,163650303
2025-07-12,image,h,3836,2858867329
2025-07-13,image,l,154,225053571
2025-07-13,audio,l,154,6591252
2025-07-13,audio,h,3642,155469344
2025-07-13,image,h,3650,2731863282
2025-07-14,audio,h,3389,144817091
2025-07-14,audio,l,166,7100454
2025-07-14,image,h,3393,2447873967
2025-07-14,image,l,170,231224227
2025-07-15,audio,h,3814,162919962
2025-07-15,audio,l,242,10322013
2025-07-15,image,l,248,351620849
2025-07-15,image,h,3818,2939408705
2025-07-16,image,h,4038,3084701727
2025-07-16,audio,l,353,15118643
2025-07-16,audio,h,4032,172061913
2025-07-16,image,l,363,525578272
2025-07-17,image,l,287,398850238
2025-07-17,audio,h,4046,172893852
2025-07-17,audio,l,276,11796813
2025-07-17,image,h,4050,2760019621
2025-07-18,image,h,4535,3080143474
2025-07-18,image,l,371,523120772
2025-07-18,audio,h,4522,193131851
2025-07-18,audio,l,360,15368123
2025-07-19,audio,l,212,9056281
2025-07-19,image,h,4464,3054108195
2025-07-19,audio,h,4448,189978498
2025-07-19,image,l,217,315341243
2025-07-20,audio,h,3724,158924418
2025-07-20,image,l,180,266471596
2025-07-20,audio,l,177,7563116
2025-07-20,image,h,3737,2592280852
2025-07-21,image,h,3820,2685985934
2025-07-21,image,l,305,431627833
2025-07-21,audio,l,298,12738178
2025-07-21,audio,h,3816,162991760
2025-07-22,image,h,3884,2695020373
2025-07-22,audio,l,218,9306193
2025-07-22,audio,h,3874,165519897
2025-07-22,image,l,223,299608828
2025-07-23,image,l,216,294940415
2025-07-23,audio,l,210,8985975
2025-07-23,image,h,4113,2830079010
2025-07-23,audio,h,4107,175511628
2025-07-24,audio,l,107,4564705
2025-07-24,audio,h,4263,182129339
2025-07-24,image,h,4272,2880911129
2025-07-24,image,l,110,144822485
2025-07-25,audio,h,4332,185131072
2025-07-25,image,h,4341,3063673379
2025-07-26,audio,h,4259,181836964
2025-07-26,image,h,4264,2976188172
2025-07-27,image,h,2784,1848191055
2025-07-27,audio,h,2776,118641059
2025-07-28,audio,h,3495,149294307
2025-07-28,image,h,3502,2522843171
2025-07-29,image,h,3833,2695413114
2025-07-29,audio,h,3824,163289298
2025-07-30,image,h,3826,2598666603
2025-07-30,audio,h,3819,163081049
2025-07-31,image,h,3545,2071303919
2025-07-31,audio,h,3535,151027787
2025-08-01,image,h,4214,2758332198
2025-08-01,audio,h,4210,179823936
2025-08-02,image,h,4200,2943818161
2025-08-02,audio,h,4189,179008583
2025-08-03,image,h,4128,2909061584
2025-08-03,audio,h,4116,175943730
2025-08-04,image,h,3605,2539540268
2025-08-04,audio,h,3595,153604354
2025-08-05,image,h,3573,2394433438
2025-08-05,image,l,27,37402201
2025-08-05,audio,h,3564,152026720
2025-08-05,audio,l,27,1152819
2025-08-06,audio,l,254,10825803
2025-08-06,image,l,258,342459285
2025-08-06,image,h,3584,2378069334
2025-08-06,audio,h,3577,152864051
2025-08-07,audio,h,3871,165405883
2025-08-07,audio,l,204,8711913
2025-08-07,image,l,217,303384644
2025-08-07,image,h,3875,2595720250
2025-08-08,audio,l,246,10507038
2025-08-08,audio,h,4281,182889307
2025-08-08,image,l,252,376670401
2025-08-08,image,h,4290,2961877059
2025-08-09,audio,l,146,6221317
2025-08-09,audio,h,3655,156185541
2025-08-09,image,l,149,227797567
2025-08-09,image,h,3662,2582648754
2025-08-10,audio,h,3756,160447048
2025-08-10,audio,l,128,5467557
2025-08-10,image,l,129,201084919
2025-08-10,image,h,3768,2643200078
2025-08-11,image,h,3360,2329786597
2025-08-11,image,l,227,336449814
2025-08-11,audio,h,3354,143230455
2025-08-11,audio,l,224,9562872
2025-08-12,image,l,253,375202379
2025-08-12,image,h,3558,2445846152
2025-08-12,audio,l,247,10545477
2025-08-12,audio,h,3555,151753847
2025-08-13,image,l,233,325953852
2025-08-13,image,h,3582,2270069992
2025-08-13,audio,h,3577,152731165
2025-08-13,audio,l,220,9369798
2025-08-14,image,h,3995,2821058524
2025-08-14,audio,h,3988,170407466
2025-08-15,image,h,4116,2903085419
2025-08-15,audio,h,4110,175535478
2025-08-16,audio,h,3803,162418985
2025-08-16,image,h,3816,2545227940
2025-08-17,audio,h,3485,148885799
2025-08-17,image,h,3494,2422382418
2025-08-18,image,h,3436,2268962442
2025-08-18,audio,h,3434,146534832
2025-08-19,image,h,3733,2486427197
2025-08-19,audio,h,3728,159313857
2025-08-20,image,h,3517,1971186738
2025-08-20,audio,h,3507,149802488
2025-08-21,image,h,3816,2388391833
2025-08-21,audio,h,3810,162795905
2025-08-22,audio,h,4441,189767536
2025-08-22,image,h,4450,3117822348
2025-08-23,audio,h,3493,149126793
2025-08-23,image,h,3503,2363438534
2025-09-10,audio,l,2041,87213093
2025-09-10,image,l,2114,3530883390
2025-09-10,image,h,2619,1651570614
2025-09-10,audio,h,2604,111319300
2025-09-11,audio,h,3387,144701827
2025-09-11,image,l,2630,4658929557
2025-09-11,image,h,3402,2288295941
2025-09-11,audio,l,2559,109343928
2025-09-12,image,l,2432,4202210887
2025-09-12,audio,l,2363,100989716
2025-09-12,image,h,3740,2194132076
2025-09-12,audio,h,3726,159167274
2025-09-13,audio,l,1923,82018892
2025-09-13,audio,h,3424,146153776
2025-09-13,image,l,1978,3375790558
2025-09-13,image,h,3434,1840102834
2025-09-14,image,l,752,1357583125
2025-09-14,image,h,3677,2187909233
2025-09-14,audio,h,3657,156064203
2025-09-14,audio,l,740,31623514
2025-09-15,audio,h,3199,136747754
2025-09-15,image,h,3213,1895589256
2025-09-16,image,h,3322,1802587007
2025-09-16,audio,h,3301,140995346
2025-09-17,image,h,3397,1885444893
2025-09-17,audio,h,3379,144371207
2025-09-18,audio,h,3617,154456545
2025-09-18,image,h,3636,2202173401
2025-09-19,audio,h,3455,147712625
2025-09-19,image,h,3462,2062651317
2025-09-20,audio,h,3988,170219078
2025-09-20,image,h,4005,2375634223
2025-09-21,audio,h,3254,138887685
2025-09-21,image,h,3269,1859452906
2025-09-21,image,l,3,5306551
2025-09-22,image,h,2501,1339698937
2025-09-22,audio,h,2496,106604688
2025-09-23,image,h,3532,1924797127
2025-09-23,audio,h,3516,150141851
2025-09-24,audio,h,3384,144443309
2025-09-24,image,h,3396,1820386268
2025-09-25,image,l,1210,1772117656
2025-09-25,image,h,3203,1595607937
2025-09-25,audio,l,1169,49958538
2025-09-25,audio,h,3198,136639791
2025-09-26,audio,h,4065,173674171
2025-09-26,audio,l,3420,146230698
2025-09-26,image,l,3474,6288185552
2025-09-26,image,h,4077,2421994886
2025-09-27,audio,h,4116,175839593
2025-09-27,audio,l,3381,144563075
2025-09-27,image,h,4135,2386562243
2025-09-27,image,l,3455,6370780828
2025-09-28,image,l,2940,5597781393
2025-09-28,audio,h,3894,166279046
2025-09-28,audio,l,2869,122461444
2025-09-28,image,h,3914,2307711433
2025-09-29,image,h,3480,1951019120
2025-09-29,image,l,2998,5570669463
2025-09-29,audio,h,3469,148107450
2025-09-29,audio,l,2936,125397407
2025-09-30,audio,h,3642,155578991
2025-09-30,image,h,3657,2091198677
2025-09-30,image,l,3344,6051216980
2025-09-30,audio,l,3273,139591399
2025-10-01,image,h,3749,2135997549
2025-10-01,image,l,3015,5330541426
2025-10-01,audio,l,2927,124995965
2025-10-01,audio,h,3731,159362551
2025-10-02,audio,h,3736,159609300
2025-10-02,image,h,3756,2113674227
2025-10-02,image,l,3078,5515547976
2025-10-02,audio,l,2995,127826289
2025-10-03,image,l,3444,6297908480
2025-10-03,image,h,4100,2365430803
2025-10-03,audio,h,4076,174000091
2025-10-03,audio,l,3371,143850966
2025-10-04,audio,h,3996,170712487
2025-10-04,audio,l,3258,139118984
2025-10-04,image,l,3357,6527229603
2025-10-04,image,h,4012,2397864434
2025-10-05,image,l,2946,5674892977
2025-10-05,image,h,3529,2100027056
2025-10-05,audio,l,2854,121858652
2025-10-05,audio,h,3518,150315664
2025-10-06,image,l,2866,5211407339
2025-10-06,image,h,3453,1979789551
2025-10-06,audio,l,2784,118904683
2025-10-06,audio,h,3440,146993313
2025-10-07,image,h,3652,1954340565
2025-10-07,audio,h,3638,155427120
2025-10-08,audio,l,3276,139819116
2025-10-08,image,h,3285,1829507450
2025-10-08,audio,h,3272,139669141
2025-10-08,image,l,3381,5883011903
2025-10-09,audio,h,3739,159767472
2025-10-09,image,h,3752,2095363533
2025-10-09,image,l,3199,5911229652
2025-10-09,audio,l,3124,133445080
2025-10-10,audio,l,1640,70174966
2025-10-10,audio,h,4229,180710179
2025-10-10,image,l,1710,3144408759
2025-10-10,image,h,4242,2311071630
2025-10-11,image,l,4393,7865360401
2025-10-11,audio,h,4994,213374156
2025-10-11,audio,l,4248,181488748
2025-10-11,image,h,5025,2675665653
2025-10-12,image,l,2306,3598011342
2025-10-12,audio,h,2677,114387748
2025-10-12,audio,l,2227,95200953
2025-10-12,image,h,2688,1364996318
2025-10-13,image,h,3085,1745503440
2025-10-13,audio,l,2419,103388743
2025-10-13,image,l,2484,2090950158
2025-10-13,audio,h,3078,131448930
2025-10-14,audio,l,2862,122152862
2025-10-14,audio,h,3265,139498409
2025-10-14,image,h,3272,1789351950
2025-10-14,image,l,2931,5039545772
2025-10-15,audio,h,3618,154523662
2025-10-15,image,h,3632,1960406298
2025-10-15,image,l,3299,5653458797
2025-10-15,audio,l,3222,137654641
2025-10-16,audio,l,2776,118530397
2025-10-16,image,h,3601,1986605166
2025-10-16,audio,h,3588,153300544
2025-10-16,image,l,2840,4981151559
2025-10-17,image,h,4042,2269834884
2025-10-17,audio,h,4027,171984608
2025-10-17,image,l,3428,6328288077
2025-10-17,audio,l,3346,143007160
2025-10-18,image,l,3603,6958344660
2025-10-18,image,h,4190,2344127171
2025-10-18,audio,h,4039,172619750
2025-10-18,audio,l,3458,147703587
2025-10-19,image,l,2967,5218638471
2025-10-19,audio,l,2869,122681368
2025-10-19,image,h,3446,1825837108
2025-10-19,audio,h,3411,145652248
2025-10-20,audio,h,2921,124772202
2025-10-20,image,l,2338,3939804896
2025-10-20,image,h,2936,1584130820
2025-10-20,audio,l,2272,97023354
2025-10-21,audio,h,3664,156532470
2025-10-21,image,h,3678,2085384889
2025-10-21,audio,l,2897,123670222
2025-10-21,image,l,3000,5562611555
2025-10-22,audio,h,1075,45922113
2025-10-22,image,l,17,26894574
2025-10-22,image,h,1080,575167448
2025-10-22,audio,l,17,727352
2025-10-23,audio,h,1234,52729343
2025-10-23,image,l,3,4954162
2025-10-23,audio,l,3,128987
2025-10-23,image,h,1241,654429853
2025-10-24,image,l,16,24273851
2025-10-24,image,h,1374,753646660
2025-10-24,audio,h,1364,58276916
2025-10-24,audio,l,16,688827
2025-10-25,image,h,1282,720351068
2025-10-25,image,l,6,9573689
2025-10-25,audio,h,1274,54396268
2025-10-25,audio,l,6,252596
2025-10-26,image,h,1153,661729531
2025-10-26,audio,h,1145,48970740
2025-10-27,image,l,29,45545090
2025-10-27,image,h,1112,625069318
2025-10-27,audio,h,1110,47355315
2025-10-27,audio,l,29,1235226
2025-10-28,image,l,93,155136795
2025-10-28,audio,h,892,38119130
2025-10-28,image,h,894,480918091
2025-10-28,audio,l,92,3917069
2025-10-29,image,h,1102,579349030
2025-10-29,audio,h,1102,47077035
2025-10-29,audio,l,33,1410781
2025-10-29,image,l,33,55927691
2025-10-30,audio,h,558,23857007
2025-10-30,audio,l,215,9189426
2025-10-30,image,h,558,294862461
2025-10-30,image,l,220,191995469
2025-10-31,audio,h,2622,111928323
2025-10-31,image,h,2630,1326668261
2025-10-31,image,l,2285,3763285452
2025-10-31,audio,l,2202,93981673
2025-11-01,audio,h,2881,123083579
2025-11-01,image,h,2889,1507722791
2025-11-01,image,l,2621,4718542918
2025-11-01,audio,l,2518,107565027
2025-11-02,image,h,2777,1560870703
2025-11-02,image,l,2329,4624274897
2025-11-02,audio,h,2768,118215509
2025-11-02,audio,l,2238,95572613
2025-11-03,audio,l,2482,106019156
2025-11-03,audio,h,2774,118554664
2025-11-03,image,h,2787,1430016828
2025-11-03,image,l,2541,4428667725
2025-11-04,audio,l,2517,107556780
2025-11-04,audio,h,3052,130373310
2025-11-04,image,h,3060,1594992803
2025-11-04,image,l,2574,4576670752
2025-11-05,audio,l,2645,113020811
2025-11-05,audio,h,2992,127889452
2025-11-05,image,h,3000,1516303554
2025-11-05,image,l,2720,4736155873
2025-11-06,image,h,3190,1642033983
2025-11-06,image,l,2725,4771318340
2025-11-06,audio,h,3173,135436940
2025-11-06,audio,l,2654,113346706
2025-11-07,image,l,2877,4938088352
2025-11-07,audio,l,2798,119562710
2025-11-07,image,h,3318,1656345668
2025-11-07,audio,h,3309,141418419
2025-11-08,image,l,1989,3724176090
2025-11-08,image,h,2982,1631948620
2025-11-08,audio,l,1947,83208506
2025-11-08,audio,h,2975,126988425
2025-11-09,image,l,1862,3174560836
2025-11-09,audio,h,2110,90048034
2025-11-09,audio,l,1808,77255161
2025-11-09,image,h,2114,1140893378
2025-11-10,image,h,2562,1420070783
2025-11-10,audio,h,2556,109212093
2025-11-10,image,l,1937,2979524755
2025-11-10,audio,l,1905,81313536
2025-11-12,image,l,1519,2518138502
2025-11-12,image,h,1771,866014939
2025-11-13,image,h,2869,1437350116
2025-11-13,image,l,2566,4275382508
2025-11-14,image,h,2974,1502525450
2025-11-14,image,l,2442,4287368924
2025-11-15,image,h,2684,1387728593
2025-11-15,image,l,2228,3981927824
2025-11-16,image,l,1753,3005429524
2025-11-16,image,h,2115,1062731273
2025-11-17,image,l,2441,3943200999
2025-11-17,image,h,2778,1356782313
2025-11-18,image,h,2856,1411316870
2025-11-18,image,l,2330,4046103037
2025-11-19,image,l,2577,4519423952
2025-11-19,image,h,2977,1529202265
2025-11-20,image,l,2642,4569505368
2025-11-20,image,h,2929,1495565534
2025-11-21,image,l,2591,4415299618
2025-11-21,image,h,3022,1467288467
2025-11-22,image,l,1950,3347265237
2025-11-22,image,h,2352,1176214803
2025-11-23,image,h,1945,996151285
2025-11-23,image,l,1868,3200141044
2025-11-24,image,h,2695,1387172764
2025-11-24,image,l,2566,4388759189
2025-11-25,image,h,3071,1556446589
2025-11-25,image,l,2694,4497207571
2025-11-26,image,l,2702,4512846267
2025-11-26,image,h,2860,1487811021
2025-11-27,image,h,1739,846662250
2025-11-27,image,l,1681,2833660869
2025-11-28,image,l,2125,3247182026
2025-11-28,audio,l,79,3388120
2025-11-28,audio,h,141,6027410
2025-11-28,image,h,2238,1033643321
2025-11-29,audio,l,2382,101764339
2025-11-29,audio,h,2521,107694587
2025-11-29,image,h,2535,1247770703
2025-11-29,image,l,2446,4123843917
2025-11-30,audio,h,1455,62124079
2025-11-30,image,h,1456,664617802
2025-11-30,audio,l,1633,69745888
2025-11-30,image,l,1670,2648036296
2025-12-01,image,h,2808,1385402441
2025-12-01,image,l,2688,4388616097
2025-12-01,audio,h,2791,119094890
2025-12-01,audio,l,2622,112029496
2025-12-02,audio,l,697,29798036
2025-12-02,audio,h,1652,70601398
2025-12-02,image,l,706,1046445364
2025-12-02,image,h,1659,717364308
2025-12-03,audio,h,2862,122299961
2025-12-03,image,l,2274,3163248528
2025-12-03,image,h,2869,1469612524
2025-12-03,audio,l,2236,95564493
2025-12-04,audio,h,2791,119303548
2025-12-04,image,l,2687,3643518638
2025-12-04,image,h,2800,1261127458
2025-12-04,audio,l,2616,111728656
2025-12-05,audio,l,2638,112724424
2025-12-05,audio,h,2798,119579015
2025-12-05,image,h,2806,1352772969
2025-12-05,image,l,2691,3807271079
2025-12-06,image,l,2688,3693829019
2025-12-06,audio,l,2619,111784513
2025-12-06,image,h,2795,1396685040
2025-12-06,audio,h,2789,119188272
2025-12-07,image,h,2016,970885746
2025-12-07,audio,h,2010,85880522
2025-12-07,audio,l,1893,80888988
2025-12-07,image,l,1939,2832279101
2025-12-08,image,l,2477,3551468285
2025-12-08,image,h,2600,1223927605
2025-12-08,audio,h,2589,110465528
2025-12-08,audio,l,2427,103774445
2025-12-09,image,l,2511,3615240728
2025-12-09,image,h,2649,1289088800
2025-12-09,audio,l,2459,105025778
2025-12-09,audio,h,2645,113017505
2025-12-10,image,h,2540,1106895958
2025-12-10,image,l,2531,3552242572
2025-12-10,audio,h,2527,107886231
2025-12-10,audio,l,2467,105351050
